,id,benchmark_dataset_name,origin,source_format,summary_origin,error_origin,error_type,error_categorization,model,nonfactual_spans,nonfactual_spans_category,source,summary
1952,35130953,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,"by a russian jet<sep>capital, ankara","['intrinsic', 'extrinsic']","                                               document  \
6595  The ""black box"" of the Su-24 jet was officiall...   

                                                summary        id  
6595  The memory card in the flight recorder of a Ru...  35130953  ","a russian jet has been shot dead by a russian jet jet in the syrian capital, ankara, officials say."
1953,35130953,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,saturday,['extrinsic'],"                                               document  \
6595  The ""black box"" of the Su-24 jet was officiall...   

                                                summary        id  
6595  The memory card in the flight recorder of a Ru...  35130953  ",a russian investigation is under way into the downing of a russian warplane by turkey on saturday.
1954,35130953,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,foreign ministry,['extrinsic'],"                                               document  \
6595  The ""black box"" of the Su-24 jet was officiall...   

                                                summary        id  
6595  The memory card in the flight recorder of a Ru...  35130953  ",the russian foreign ministry says it has suspended all sanctions against turkey after a russian jet crashed in syria.
1955,37471830,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,treatment after being rescued from a computer fault,['intrinsic'],"                                               document  \
6525  The first incident saw a 71-year-old woman fro...   

                                                summary        id  
6525  A 60-year-old woman in Dumfries and Galloway h...  37471830  ",a woman has been conned out of a computer treatment after being rescued from a computer fault in stranraer.
1956,37471830,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,"a 60-year-old woman in dumfries and galloway has been conned out of # 30,000 just a week after a similar scam netted # 10,000",['extrinsic'],"                                               document  \
6525  The first incident saw a 71-year-old woman fro...   

                                                summary        id  
6525  A 60-year-old woman in Dumfries and Galloway h...  37471830  ","a 60-year-old woman in dumfries and galloway has been conned out of # 30,000 just a week after a similar scam netted # 10,000."
1957,37471830,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,man<sep>more than # 1m,"['intrinsic', 'extrinsic']","                                               document  \
6525  The first incident saw a 71-year-old woman fro...   

                                                summary        id  
6525  A 60-year-old woman in Dumfries and Galloway h...  37471830  ",a man from stranraer has been conned out of the internet by a stranger who stole more than # 1m.
1958,37471830,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,south west scotland,['extrinsic'],"                                               document  \
6525  The first incident saw a 71-year-old woman fro...   

                                                summary        id  
6525  A 60-year-old woman in Dumfries and Galloway h...  37471830  ",two people in south west scotland have been targeted by telephone scams.
1959,37471830,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,"british<sep>£70, 000","['extrinsic', 'extrinsic']","                                               document  \
6525  The first incident saw a 71-year-old woman fro...   

                                                summary        id  
6525  A 60-year-old woman in Dumfries and Galloway h...  37471830  ","a british woman has claimed £70, 000 of cash from a phone scam in stranraer."
1960,37863033,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,the number of lesbian and bisexual lesbian and bisexual lesbian and bisexual lesbian and bisexual lesbian has been released by the national crime agency,['extrinsic'],"                                               document  \
1062  The advocacy group Glaad analysed shows seen o...   

                                                summary        id  
1062  Shows like Transparent mean there are more LGB...  37863033  ",the number of lesbian and bisexual lesbian and bisexual lesbian and bisexual lesbian and bisexual lesbian has been released by the national crime agency.
1961,37863033,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,transparent<sep>us,"['extrinsic', 'extrinsic']","                                               document  \
1062  The advocacy group Glaad analysed shows seen o...   

                                                summary        id  
1062  Shows like Transparent mean there are more LGB...  37863033  ","shows like transparent mean there are more lgbt (lesbian, gay, bisexual and transgender) characters on us tv than ever before, a report has found."
1962,37863033,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,us<sep>more than a third,"['extrinsic', 'extrinsic']","                                               document  \
1062  The advocacy group Glaad analysed shows seen o...   

                                                summary        id  
1062  Shows like Transparent mean there are more LGB...  37863033  ","the number of transgender and minority characters in the us has increased by more than a third in the year, according to a new report."
1963,37863033,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,highest level since records began,['extrinsic'],"                                               document  \
1062  The advocacy group Glaad analysed shows seen o...   

                                                summary        id  
1062  Shows like Transparent mean there are more LGB...  37863033  ","the number of lesbian, bisexual and transgender characters in tv and tv is at its highest level since records began, according to a new study."
1964,37863033,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,"one of the most popular characters in the us has died, according to a new report",['extrinsic'],"                                               document  \
1062  The advocacy group Glaad analysed shows seen o...   

                                                summary        id  
1062  Shows like Transparent mean there are more LGB...  37863033  ","one of the most popular characters in the us has died, according to a new report."
1965,33480318,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,2<sep>at australia i<sep>wellingt,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
3466  The hosts claimed Australia's last five wicket...   

                                                summary        id  
3466  England hammered home their advantage over Aus...  33480318  ",england\'s hopes of reaching the last eight of the women\'s world twenty20 were dealt a severe blow as they beat australia in the first test in wellington.
1966,33480318,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,ashes,['extrinsic'],"                                               document  \
3466  The hosts claimed Australia's last five wicket...   

                                                summary        id  
3466  England hammered home their advantage over Aus...  33480318  ",england hammered home their advantage over australia in the first test on a fast-moving third day to put themselves in pole position to take the lead in the ashes.
1967,33480318,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,two wins from two in the world rankings with a hosts victory,['extrinsic'],"                                               document  \
3466  The hosts claimed Australia's last five wicket...   

                                                summary        id  
3466  England hammered home their advantage over Aus...  33480318  ",england made it two wins from two in the world rankings with a hosts victory over australia at lord\'s.
1968,33480318,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,wrapped up a crushing victory<sep>lead,"['intrinsic', 'extrinsic']","                                               document  \
3466  The hosts claimed Australia's last five wicket...   

                                                summary        id  
3466  England hammered home their advantage over Aus...  33480318  ",england wrapped up a crushing victory in the second test against australia in cardiff to take a 1-0 series lead.
1969,33480318,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,centurie<sep>second da<sep>edgbasto,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
3466  The hosts claimed Australia's last five wicket...   

                                                summary        id  
3466  England hammered home their advantage over Aus...  33480318  ",england\'s joe root and joe root both scored centuries as australia took control on the second day of the second test at edgbaston.
1970,36404868,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,,[],"                                               document  \
9580  It says something for the way the team have fa...   

                                                summary        id  
9580  McLaren arrived at this weekend's Monaco Grand...  36404868  ","so much hype, the world\'s biggest drivers in formula 1, and it is n\'t only one of the most famous partnerships in the world."
1971,36404868,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,arrived at this weekend\'s monac<sep>first entr<sep>formul,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
9580  It says something for the way the team have fa...   

                                                summary        id  
9580  McLaren arrived at this weekend's Monaco Grand...  36404868  ","mclaren arrived at this weekend\'s monaco grand prix, on which they mark the 50th anniversary of their first entry in formula 1, hoping the race would be their best chance of a decent result so far this year-and possibly all season."
1972,36404868,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,formula 1 is one of the world\'s most powerful formula 1 team,['extrinsic'],"                                               document  \
9580  It says something for the way the team have fa...   

                                                summary        id  
9580  McLaren arrived at this weekend's Monaco Grand...  36404868  ",formula 1 is one of the world\'s most powerful formula 1 teams.
1973,36404868,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,this,['intrinsic'],"                                               document  \
9580  It says something for the way the team have fa...   

                                                summary        id  
9580  McLaren arrived at this weekend's Monaco Grand...  36404868  ",mclaren have a lot to do with them this year.
1974,36404868,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,mclaren\'s sebastia<sep>kim<sep>this weeken,"['extrinsic', 'intrinsic', 'extrinsic']","                                               document  \
9580  It says something for the way the team have fa...   

                                                summary        id  
9580  McLaren arrived at this weekend's Monaco Grand...  36404868  ",mclaren\'s sebastian vettel and kimi raikkonen are in the race for the formula 1 title this weekend.
1975,34279049,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,johnny mozart<sep>music festival,"['intrinsic', 'extrinsic']","                                               document  \
9196  The oil painting was commissioned by Royal Nor...   

                                                summary        id  
9196  A new portrait of Mozart imagines the composer...  34279049  ",a new portrait of the mozart music composer johnny mozart has been unveiled by the music festival\'s orchestra.
1976,34279049,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,daring\'\'and ``ed,['extrinsic'],"                                               document  \
9196  The oil painting was commissioned by Royal Nor...   

                                                summary        id  
9196  A new portrait of Mozart imagines the composer...  34279049  ",a new portrait of mozart imagines the composer as a ``daring\'\'and ``edgy\'\'musician in the mould of johnny rotten.
1977,34279049,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,"one of the most famous artists in the world, oil mozart, has been named as the new artistic artist of the year",['extrinsic'],"                                               document  \
9196  The oil painting was commissioned by Royal Nor...   

                                                summary        id  
9196  A new portrait of Mozart imagines the composer...  34279049  ","one of the most famous artists in the world, oil mozart, has been named as the new artistic artist of the year."
1978,34279049,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,,[],"                                               document  \
9196  The oil painting was commissioned by Royal Nor...   

                                                summary        id  
9196  A new portrait of Mozart imagines the composer...  34279049  ","a new portrait of the late composer, mozart, has been unveiled."
1979,34279049,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,first time,['extrinsic'],"                                               document  \
9196  The oil painting was commissioned by Royal Nor...   

                                                summary        id  
9196  A new portrait of Mozart imagines the composer...  34279049  ",a new portrait of mozart music is being commissioned by the royal orchestra for the first time.
1980,32435850,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,"in our series of letters from african journalists, film-maker and columnist farai sevenzo looks at the biggest rise in the world",['extrinsic'],"                                               document  \
1027  Yet in this election, it is way down the list ...   

                                                summary        id  
1027  Defence of the realm is often cited as the fir...  32435850  ","in our series of letters from african journalists, film-maker and columnist farai sevenzo looks at the biggest rise in the world."
1981,32435850,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,first duty,['extrinsic'],"                                               document  \
1027  Yet in this election, it is way down the list ...   

                                                summary        id  
1027  Defence of the realm is often cited as the fir...  32435850  ",defence of the realm is often cited as the first duty of government.
1982,32435850,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,"for the past few weeks, bbc news ni looks at some of the key issues in the general election campaign",['extrinsic'],"                                               document  \
1027  Yet in this election, it is way down the list ...   

                                                summary        id  
1027  Defence of the realm is often cited as the fir...  32435850  ","for the past few weeks, bbc news ni looks at some of the key issues in the general election campaign."
1983,32435850,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,no,['intrinsic'],"                                               document  \
1027  Yet in this election, it is way down the list ...   

                                                summary        id  
1027  Defence of the realm is often cited as the fir...  32435850  ",it\'s not often that the defence policy in the uk isn\'t considered a priority.
1984,32435850,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                               document  \
1027  Yet in this election, it is way down the list ...   

                                                summary        id  
1027  Defence of the realm is often cited as the fir...  32435850  ","britain\'s defence secretary, philip hammond, has been talking about the challenges facing the country."
1985,40613520,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,,[],"                                                document  \
10801  Hospital radiographer Aidan McNicholl, 36, die...   

                                                 summary        id  
10801  A German holidaymaker has been fined Â£1,000 a...  40613520  ",a man who admitted causing the death of a motorcyclist by dangerous driving has been spared a jail term.
1986,40613520,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,german holidaymaker<sep>conwy county,"['extrinsic', 'extrinsic']","                                                document  \
10801  Hospital radiographer Aidan McNicholl, 36, die...   

                                                 summary        id  
10801  A German holidaymaker has been fined Â£1,000 a...  40613520  ","a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county."
1987,40613520,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,conwy county<sep>six years,"['extrinsic', 'extrinsic']","                                                document  \
10801  Hospital radiographer Aidan McNicholl, 36, die...   

                                                 summary        id  
10801  A German holidaymaker has been fined Â£1,000 a...  40613520  ",a driver who killed a motorcyclist in a crash in conwy county has been jailed for six years.
1988,40613520,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,conwy county<sep>six months,"['extrinsic', 'extrinsic']","                                                document  \
10801  Hospital radiographer Aidan McNicholl, 36, die...   

                                                 summary        id  
10801  A German holidaymaker has been fined Â£1,000 a...  40613520  ",a driver who killed a motorcyclist in conwy county has been jailed for six months.
1989,40613520,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,a motorist has been jailed for eight years for causing the death of a motorcyclist in a crash on the a71 in north wales,['intrinsic'],"                                                document  \
10801  Hospital radiographer Aidan McNicholl, 36, die...   

                                                 summary        id  
10801  A German holidaymaker has been fined Â£1,000 a...  40613520  ",a motorist has been jailed for eight years for causing the death of a motorcyclist in a crash on the a71 in north wales
1990,33627800,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,rivals aston villa on a five-year deal for an undisclosed fee,['extrinsic'],"                                               document  \
7820  Media playback is not supported on this device...   

                                                summary        id  
7820  Liverpool have signed Aston Villa striker Chri...  33627800  ",premier league champions liverpool have signed benteke benteke from premier league rivals aston villa on a five-year deal for an undisclosed fee.
1991,33627800,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,aston<sep>32.5 m,"['extrinsic', 'extrinsic']","                                               document  \
7820  Media playback is not supported on this device...   

                                                summary        id  
7820  Liverpool have signed Aston Villa striker Chri...  33627800  ",liverpool have signed aston villa striker christian benteke for # 32.5 m.
1992,33627800,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,liverpool<sep>five-year deal,"['intrinsic', 'extrinsic']","                                               document  \
7820  Media playback is not supported on this device...   

                                                summary        id  
7820  Liverpool have signed Aston Villa striker Chri...  33627800  ",liverpool have signed liverpool striker christian benteke for an undisclosed fee on a five-year deal.
1993,33627800,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,striker christian<sep>aston<sep>£12m,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
7820  Media playback is not supported on this device...   

                                                summary        id  
7820  Liverpool have signed Aston Villa striker Chri...  33627800  ",liverpool have signed striker christian benteke from aston villa for £12m.
1994,33627800,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,striker<sep>aston<sep>villa<sep>undisclosed fee,"['intrinsic', 'extrinsic', 'intrinsic', 'extrinsic']","                                               document  \
7820  Media playback is not supported on this device...   

                                                summary        id  
7820  Liverpool have signed Aston Villa striker Chri...  33627800  ",liverpool have completed the signing of striker christian benteke from aston villa for an undisclosed fee.
1995,38413986,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,winds<sep>torrential rain,"['intrinsic', 'extrinsic']","                                               document  \
6683  Part of a school roof was ripped off at Rhosga...   

                                                summary        id  
6683  Wales has faced pre-Christmas disruptions afte...  38413986  ",winds caused by torrential rain and winds across parts of wales have been cancelled due to bad weather conditions.
1996,38413986,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,75mph from storm barbara,['extrinsic'],"                                               document  \
6683  Part of a school roof was ripped off at Rhosga...   

                                                summary        id  
6683  Wales has faced pre-Christmas disruptions afte...  38413986  ",wales has faced pre-christmas disruptions after winds of up to 75mph from storm barbara swept in on friday.
1997,38413986,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,,[],"                                               document  \
6683  Part of a school roof was ripped off at Rhosga...   

                                                summary        id  
6683  Wales has faced pre-Christmas disruptions afte...  38413986  ",thousands of people have been left without power in north wales as storm doris sweeps across wales.
1998,38413986,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,up to 80mph<sep>morning,"['extrinsic', 'extrinsic']","                                               document  \
6683  Part of a school roof was ripped off at Rhosga...   

                                                summary        id  
6683  Wales has faced pre-Christmas disruptions afte...  38413986  ","strong winds and winds of up to 80mph hit wales on friday morning, causing disruption and disruption."
1999,38413986,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                               document  \
6683  Part of a school roof was ripped off at Rhosga...   

                                                summary        id  
6683  Wales has faced pre-Christmas disruptions afte...  38413986  ",high winds and high winds have caused disruption across parts of wales as high winds and high winds continue.
2000,37834404,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,captain<sep>can avoid relegation from next season\',"['extrinsic', 'extrinsic']","                                               document  \
3845  The 25-year-old wing has crossed codes from Su...   

                                                summary        id  
3845  Only two weeks after his first training sessio...  37834404  ",sale sharks captain chris charnley says he is confident his side can avoid relegation from next season\'s super league game.
2001,37834404,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,two weeks<sep>first<sep>josh<sep>debut<sep>friday\'s anglo-welsh cup game against wasp,"['extrinsic', 'extrinsic', 'extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
3845  The 25-year-old wing has crossed codes from Su...   

                                                summary        id  
3845  Only two weeks after his first training sessio...  37834404  ","only two weeks after his first training session in rugby union, josh charnley will make his debut for sale sharks in friday\'s anglo-welsh cup game against wasps."
2002,37834404,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,josh charnley says he wants to return to rugby league for the first time after signing a new three-year contract with the premiership club,['extrinsic'],"                                               document  \
3845  The 25-year-old wing has crossed codes from Su...   

                                                summary        id  
3845  Only two weeks after his first training sessio...  37834404  ",josh charnley says he wants to return to rugby league for the first time after signing a new three-year contract with the premiership club.
2003,37834404,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,fly-half sam<sep>turn his game,"['extrinsic', 'intrinsic']","                                               document  \
3845  The 25-year-old wing has crossed codes from Su...   

                                                summary        id  
3845  Only two weeks after his first training sessio...  37834404  ",sale sharks fly-half sam charnley wants to turn his game into rugby union.
2004,37834404,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,he wants to be a super league player of the year,['extrinsic'],"                                               document  \
3845  The 25-year-old wing has crossed codes from Su...   

                                                summary        id  
3845  Only two weeks after his first training sessio...  37834404  ",sam burgess says he wants to be a super league player of the year.
2005,35309225,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,the coast of libya<sep>after the death of a three-year-old girl,"['extrinsic', 'extrinsic']","                                               document  \
5351  Thirty-six whales were rescued and pushed back...   

                                                summary        id  
5351  The number of short-finned pilot whales who ha...  35309225  ","a number of whales have died in the sea off the coast of libya, officials say, after the death of a three-year-old girl."
2006,35309225,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,short-finned,['extrinsic'],"                                               document  \
5351  Thirty-six whales were rescued and pushed back...   

                                                summary        id  
5351  The number of short-finned pilot whales who ha...  35309225  ","the number of short-finned pilot whales who have died after they were stranded on a beach in the indian state of tamil nadu has risen to 73, officials said."
2007,35309225,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,"killed in the southern indian state of andhra pradesh, killing at least 11 whales",['extrinsic'],"                                               document  \
5351  Thirty-six whales were rescued and pushed back...   

                                                summary        id  
5351  The number of short-finned pilot whales who ha...  35309225  ","hundreds of whales have been killed in the southern indian state of andhra pradesh, killing at least 11 whales, officials say."
2008,35309225,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,southern indian state of tamil nadu,['extrinsic'],"                                               document  \
5351  Thirty-six whales were rescued and pushed back...   

                                                summary        id  
5351  The number of short-finned pilot whales who ha...  35309225  ",more than 100 pilot whales have washed up on the southern indian state of tamil nadu.
2009,35309225,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,rescuers in the southern indian state of uttar pradesh are searching for the death of 10 whales after they were stranded on a beach on the southern island of,['extrinsic'],"                                               document  \
5351  Thirty-six whales were rescued and pushed back...   

                                                summary        id  
5351  The number of short-finned pilot whales who ha...  35309225  ",rescuers in the southern indian state of uttar pradesh are searching for the death of 10 whales after they were stranded on a beach on the southern island of
2010,40550057,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,hannah<sep>sophie<sep>reaching the semi-final,"['extrinsic', 'extrinsic', 'extrinsic']","                                              document  \
655  The 23 year-old stroked the GB boat to a fast ...   

                                               summary        id  
655  Belfast's Rebecca Shorten won a bronze medal a...  40550057  ",great british sailors hannah nixon and sophie nixon were out for the world championships by reaching the semi-final of the women\'s world championships.
2011,40550057,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,belfast\'s rebecca shorten won a bronze medal as part of the great britain women\'s eight at the final world cup regatta of the season in lucer,['extrinsic'],"                                              document  \
655  The 23 year-old stroked the GB boat to a fast ...   

                                               summary        id  
655  Belfast's Rebecca Shorten won a bronze medal a...  40550057  ",belfast\'s rebecca shorten won a bronze medal as part of the great britain women\'s eight at the final world cup regatta of the season in lucerne.
2012,40550057,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,great britain\'s women won silve<sep>e europe<sep>n pola,"['extrinsic', 'extrinsic', 'extrinsic']","                                              document  \
655  The 23 year-old stroked the GB boat to a fast ...   

                                               summary        id  
655  Belfast's Rebecca Shorten won a bronze medal a...  40550057  ",great britain\'s women won silver in the women\'s sculls final at the european championships in poland.
2013,40550057,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,two-time olympic champion adam donaldson won gold<sep>european rowing championship,"['extrinsic', 'extrinsic']","                                              document  \
655  The 23 year-old stroked the GB boat to a fast ...   

                                               summary        id  
655  Belfast's Rebecca Shorten won a bronze medal a...  40550057  ",two-time olympic champion adam donaldson won gold in the women\'s quadruple sculls at the european rowing championships.
2014,40550057,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,former world champions colin nixon and holly nixon have been named in great britain\'s squad for the quadruple european championships in romani,['extrinsic'],"                                              document  \
655  The 23 year-old stroked the GB boat to a fast ...   

                                               summary        id  
655  Belfast's Rebecca Shorten won a bronze medal a...  40550057  ",former world champions colin nixon and holly nixon have been named in great britain\'s squad for the quadruple european championships in romania.
2015,37949101,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,causing the death<sep>12-month suspended prison sentence,"['extrinsic', 'extrinsic']","                                              document  \
306  John Johnston, 27, admitted taking the vehicle...   

                                               summary        id  
306  A man who tried to get home on a 2.5 tonne roa...  37949101  ",a man who admitted causing the death of a homeless man by dangerous driving has been given a 12-month suspended prison sentence.
2016,37949101,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,2.5 tonne<sep>15-month,"['extrinsic', 'extrinsic']","                                              document  \
306  John Johnston, 27, admitted taking the vehicle...   

                                               summary        id  
306  A man who tried to get home on a 2.5 tonne roa...  37949101  ",a man who tried to get home on a 2.5 tonne road roller after a night out drinking in dumfries has received a 15-month driving ban.
2017,37949101,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,12-month suspended jail sentence<sep>speeding<sep>galloway,"['intrinsic', 'intrinsic', 'extrinsic']","                                              document  \
306  John Johnston, 27, admitted taking the vehicle...   

                                               summary        id  
306  A man who tried to get home on a 2.5 tonne roa...  37949101  ",a man has been given a 12-month suspended jail sentence after he was caught speeding in the street in dumfries and galloway.
2018,37949101,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,three years<sep>pub in dumfries,"['extrinsic', 'intrinsic']","                                              document  \
306  John Johnston, 27, admitted taking the vehicle...   

                                               summary        id  
306  A man who tried to get home on a 2.5 tonne roa...  37949101  ",a homeless man has been banned from driving for three years after he drove away from a pub in dumfries.
2019,37949101,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,five years<sep>car on the outskirts,"['extrinsic', 'extrinsic']","                                              document  \
306  John Johnston, 27, admitted taking the vehicle...   

                                               summary        id  
306  A man who tried to get home on a 2.5 tonne roa...  37949101  ",a man has been banned from driving for five years after he drove through a dumfries town centre car on the outskirts of belfast.
2020,39552691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,armed with a knife<sep>death,"['extrinsic', 'extrinsic']","                                              document  \
793  Rakhmat Akilov reportedly ran from the scene s...   

                                               summary        id  
793  The main suspect of ploughing a truck into a d...  39552691  ",a man armed with a knife has been arrested in connection with the death of a man in stockholm.
2021,39552691,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,"the main suspect of ploughing a truck into a department store in central stockholm, killing four people, had been denied residency in sweden and had expressed sympathy for so-called islamic state (is), police and reports said",['extrinsic'],"                                              document  \
793  Rakhmat Akilov reportedly ran from the scene s...   

                                               summary        id  
793  The main suspect of ploughing a truck into a d...  39552691  ","the main suspect of ploughing a truck into a department store in central stockholm, killing four people, had been denied residency in sweden and had expressed sympathy for so-called islamic state (is), police and reports said."
2022,39552691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,uzbekistan<sep>terror attack on a man,"['intrinsic', 'extrinsic']","                                              document  \
793  Rakhmat Akilov reportedly ran from the scene s...   

                                               summary        id  
793  The main suspect of ploughing a truck into a d...  39552691  ","a man in uzbekistan has been arrested on suspicion of carrying out a terror attack on a man in stockholm, police say."
2023,39552691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,assaulting a security worker and attacking him with a knife,['extrinsic'],"                                              document  \
793  Rakhmat Akilov reportedly ran from the scene s...   

                                               summary        id  
793  The main suspect of ploughing a truck into a d...  39552691  ",police in sweden have arrested a man on suspicion of assaulting a security worker and attacking him with a knife.
2024,39552691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,carrying out a suicide bomb attack<sep>sunday,"['extrinsic', 'extrinsic']","                                              document  \
793  Rakhmat Akilov reportedly ran from the scene s...   

                                               summary        id  
793  The main suspect of ploughing a truck into a d...  39552691  ","a man suspected of carrying out a suicide bomb attack at the swedish capital stockholm on sunday has been arrested, swedish police say."
2025,35792564,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,alloa<sep>athletic<sep>athletic and move three points clear of the relegation zone at the top of scottish league one,"['intrinsic', 'extrinsic', 'extrinsic']","                                               document  \
9694  McManus netted from close range on the quarter...   

                                                summary        id  
9694  Declan McManus scored twice as Greenock Morton...  35792564  ",alloa athletic came from behind to beat alloa athletic and move three points clear of the relegation zone at the top of scottish league one.
2026,35792564,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,"declan mcmanus scored twice as greenock morton beat scottish championship bottom side alloa athletic, who remain 10 points adrift",['extrinsic'],"                                               document  \
9694  McManus netted from close range on the quarter...   

                                                summary        id  
9694  Declan McManus scored twice as Greenock Morton...  35792564  ","declan mcmanus scored twice as greenock morton beat scottish championship bottom side alloa athletic, who remain 10 points adrift."
